position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,thumbnail,delivery,extensions,badge,tag,store_rating,store_reviews,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7
16,Gap Women's Short Sleeve Polo,https://www.amazon.com/GAP-Womens-Short-Sleeve-WHITE000/dp/B0B6D1BTGH?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/12884465010322147156?gl=us,12884465010322147156,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12884465010322147156,Amazon.com,,14.7,4.7,36.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRGvzy3qlgCde6Wzm8iuvZQQQY19yQ5xg0tJ7zUnGfLqVKEnRk3qsJgmXIbU8TpoOPNo-Gv6oPnr7pskZhfEf1edOhwZAChwsasTBkATYY&usqp=CAE,$5.99 delivery,"['$5.45 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.5,2500.0,,,,,,,gap_q,gap polo,4.7,36.0,0.0,1,0,1,0,0,0,0,1,0,0
17,Gap Factory Men's Stretch Pique Polo Shirt Shirt Tapestry Navy Size M,https://www.gapfactory.com/browse/product.do?pid=547250001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/13197865442419142494?gl=us,13197865442419142494,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13197865442419142494,Gap Factory,,14.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTWvBZ0h8fV_JQjo8I0XFPheFEa7QZIES9I-xZkYi7d06wyo-D0xURNMW0DpPFui49AsrQLbffCS-dnasRpaxhRqHn0IRDU2TDU5hqySK5g&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$6.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,1,0,1,1,1,0,0,0,0,0
18,Gap Polo Striped Mens Shirt Size Medium,https://www.ebay.com/itm/155437660093?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOooI29gaf1xW88GtY_Vk-cmPNobWONQV3-rLrKxAloEBw9SyGQFNF7A&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:6473825144635837865,6473825144635837865,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6473825144635837865,eBay,,30.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ5O6dBVUu-ttJBZnaknCDlp5g3c6uZqYOYYNG0-tUaeWTON8fAh_cR2wdx3bo3P-UuurjXe9uk9hBGuaF4Jilz0L4vN-HXAyJncLWzPBA&usqp=CAE,"Delivery by Tue, Oct 10",,,,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,1,0
19,Gap Polo Slim Fit XL - Men | Color: Red | Size: XL,https://www.mercari.com/us/item/m76368564699/?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:13267508163456902525,13267508163456902525,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13267508163456902525,Mercari,,12.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSQWtejHtKO2hvckd-Eg8sMfYHSECmBjrJpA9i3_tYSXWjQyD05jRPD2JXEt8uAe4B_1bKOkR8apkhgy91v_HE2aWxZNb3TMU7atfDLJivyVxiNvWb1Dk39&usqp=CAE,$7.40 delivery,['SALE'],,SALE,,,,,,,18.0,used,gap_q,gap polo,4.7,81.53846153846153,-6.0,0,1,0,0,0,0,0,0,0,0
20,Gap Shirts | Gap Classic Fit Polo Size Small | Color: Blue/White | Size: S ...,https://poshmark.com/listing/Gap-Classic-Fit-Polo-Size-Small-5918ad434127d0f5690ecec9?srsltid=AfmBOopPmJIPagYJFzoPJu2B0EbRAzEMUSfMaRZzOqfwg_c_cx4Sh8elCdM#utm_source=gdm_unpaid,https://www.google.com/shopping/product/1639079595945220136?gl=us,1639079595945220136,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1639079595945220136,Poshmark,,14.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT5OQAB-J5KWvyyglbLIqCavf7OKEEFfVjSMA2jHqy3IO5qcJmdX8wkjObH9mY4i1fShLQSirFPN45R_JBEVf4QEDm0mIyNXykzpSl6pNs&usqp=CAE,"Delivery by Fri, Oct 6",['SALE'],,SALE,,,,,,,20.0,used,gap_q,gap polo,4.7,81.53846153846153,-6.0,0,1,0,0,0,0,0,0,0,0
21,Gap Factory Men's Colorblock Stretch Pique Polo Shirt Shirt Deep Garnet Red Size Xs,https://www.gapfactory.com/browse/product.do?pid=744374011&vid=1&tid=gfns000002,https://www.google.com/shopping/product/7712021674006609669?gl=us,7712021674006609669,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7712021674006609669,Gap Factory,,16.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ2CM_OGfyHmJTbsqcKzYuoHsjTMxCVmiRvaiKBZK1fb794H0VWJsrD87Wsp1A__5qthJpzZNI-Ko88EOabnbiEyojhSrSAXCSTUQFXlaZM&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$3.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,1,0,1,1,1,0,0,0,0,0
22,Men's Gap Classic Fit Polo Shirt Striped Choose Size & Color N3,https://www.ebay.com/itm/265496145591?chn=ps&mkevt=1&mkcid=28&var=565304930208&srsltid=AfmBOorQLvfdgyWCRgYIyR-a8Og2yxYaFMrcOUfo7ePeZ2GTT1Ycykm-CCA&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:15862690756465392081,15862690756465392081,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15862690756465392081,eBay - jbjbluemoon,,17.99,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS6HdjJQVrGF-Ha2_MOxtU781jcZ6UDBXslItMUz1YqCKanrHQ3alBD_FxASDa8LRKwe_eo6QAEaibyx8CUci-DQHkdaAT6iIcBaNeEdO3W&usqp=CAE,"Delivery by Mon, Oct 9",,,,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,1,0
23,Boys' 100% Organic Cotton Uniform Polo Shirt Shirt by Gap White Husky Size L (10),https://www.gap.com/browse/product.do?pid=763889002&tid=gpns000044,https://www.google.com/shopping/product/15462533512946496203?gl=us,15462533512946496203,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15462533512946496203,Gap,,15.0,4.8,188.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSPCQo1c0YJLkEXrItQbIeGg2cCPZ2FaVCWcvCiba0CFfcX8wEfU6hmIgPLghT4Vodg1IJN4ClX5JHiOXjwwoDOJoWD0VwA1zNCpjR6CkoSoapaLZX7FGOHfQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.95 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap polo,4.8,188.0,0.0,1,0,1,1,0,0,0,0,0,0
24,Gap Shirts | Nwt Gap Mens Polo Shirt M Blue Fleece Long Sleeve Striped Collar ...,https://poshmark.com/listing/NWT-GAP-Mens-Polo-Shirt-M-Blue-Fleece-Long-Sleeve-Striped-Collar-Cotton-Blend-64faad3b0274272f8e225542?srsltid=AfmBOopFIPJxONqWEIzYUO0BeW35RDWzaTMa-ufGmoj_MukGQqDA4QhXoaw#utm_source=gdm_unpaid,https://www.google.com/shopping/product/13678878339199325714?gl=us,13678878339199325714,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13678878339199325714,Poshmark,,27.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS1uP0IvW1y_zpEpgKN_627ZS_p29pbW41xLQ1lUR8SQH16YQUa3CSe8ZQhvqmdH5_wOIW8BbILwjd111a3AzXeRSDqTKK8AlqPZm6mVkOSdTxlvsQc44rEcg&usqp=CAE,"Delivery by Mon, Oct 9",['SALE'],,SALE,,,,,,,40.0,,gap_q,gap polo,4.7,81.53846153846153,-13.0,0,1,0,0,0,0,0,0,0,0
25,Gap Black carbon polycotton pique shirt with collar (multi-pack),https://www.misterworker.com/en-us/u-power/gap-black-carbon-polycotton-pique-shirt-with-collar-multi-pack-ey125bc/74014.html?gmc_currency=3&SubmitCountry=US&srsltid=AfmBOoorHzn-RPj9Y2tiIc-3M2D1znrVbP5hXWBHYKuCr7McAgCX8A5tZcc,https://www.google.com/shopping/product/9738387173864680593?gl=us,9738387173864680593,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9738387173864680593,misterworker.com,,39.16,4.7,15.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSpvrp2w64vIlUQD69PCGIceBuKshB2c0W8DfnCHAe145wBKHPf-MUAqwFEqKq9kiVlr5zS9IS7o-hfGsABCJ9cYM7S3lVZtucdvPTiiSMBW46LEX8Tmpva&usqp=CAE,$26.56 delivery,"['$15.61 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap polo,4.7,15.0,0.0,1,0,0,0,0,0,0,0,0,0
26,Gap Modern Pieced Pique Polo Shirt in Red Combo,http://www.threadtraders.com/new-gap-modern-pieced-pique-polo-shirt-in-red-combo.html,https://www.google.com/shopping/product/15675254593836718358?gl=us,15675254593836718358,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15675254593836718358,Thread Traders,,17.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSoHE1M1bvBY_a-_sshaqfTYFEUmCDdwH72PuSZi8W0JL8bE1I9kEO5lKWNSj1JTQWbMPTMOHDS7TLkc-BjhJOPnAslbZeCShIOCNuIAJ2tkeJRZaBtwCnZ&usqp=CAE,"Delivery by Wed, Oct 11",,,,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,0,0
27,Gap Slub Pocket Polo Top 100% Cotton Navy Blue Medium - Men | Color: Blue | Size: M,https://www.mercari.com/us/item/m96696924286/,https://www.google.com/shopping/product/1?gl=us&prds=pid:8271843908652117816,8271843908652117816,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8271843908652117816,Mercari,,18.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRoUWlTjhPpSeS9D5NTYS7UtTlXmbt9jw9o_a4EH5vQ-LTaZIKP10T5pZMFWQj1HNjhDjVKMfCzA4noLF5z9_iMrhtznCbxSBvWGW7GUhbyg_E5g0OHvnU4&usqp=CAE,$4.99 delivery,,,,,,,,,,,used,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,0,0
28,Gap Factory Uniform Pique Polo Shirt Shirt True Indigo Blue Size XXL,https://www.gapfactory.com/browse/product.do?pid=337330011&vid=1&tid=gfns000002,https://www.google.com/shopping/product/15389320057089591204?gl=us,15389320057089591204,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15389320057089591204,Gap Factory,,8.0,4.7,44.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRF_87XEIpxcxiS4L9HjQQwIhNNCyWkA7MMquAhLzxYYPCLcZv9Gj-Xl5tLfTfsVPi0L5ZsmbzCYYXc0WgkWCfaDmkjhHlGD4RvpdcDaCLHtfvg-Wt8Vbqc&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$1.99 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap polo,4.7,44.0,0.0,1,0,1,1,1,0,0,0,0,0
29,Gap Tops | Brand New Gap Polo Fitted | Color: Black | Size: S | Bigelow220's Closet,https://poshmark.com/listing/Brand-New-GAP-polo-fitted-647f48fb17e49cbacf81afa4?srsltid=AfmBOoqrS8wkYD0RXIYVsS4bwL2LV8z2hrvcoYak4yBdAF9eCYzlqKg-Y7Y#utm_source=gdm_unpaid,https://www.google.com/shopping/product/16111016692923278023?gl=us,16111016692923278023,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16111016692923278023,Poshmark,,10.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTGm9bXlAZBseb_KbKdPSkmL4uBP1M8_tTFtn80mMAX6lPsosj6Cy86AUF9TKWVetyyWYfqp9B7Um0uGonoja70seHYtg1PCjyfjlBXmAk&usqp=CAE,"Delivery by Fri, Oct 6","['$10.00 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,1,0,0,0,0,0,0,0,0,0
30,Gap Polo Shirt Mens Large Grey Short Sleeve Casual Cotton Size Xl,https://www.ebay.com/itm/175648285599?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoqKSD2c18CbZB75e9erNJI_RSwqPetD24LHCV9TwR7BJbhjZjtviPE&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:5807345422403791734,5807345422403791734,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5807345422403791734,eBay - jariansplace,,14.99,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSgPFWvfp3vG1yZ4rFX5kRc0JHq_XbLJ5db5VbiuDA2EN9Wn0cjtT8BYUQSIYOGW8H2rzKNRVTMslxYlcAIEEvTWGvAxUaGOySmTbEQmdEmZR3m8jIryb11&usqp=CAE,"Delivery by Fri, Oct 6 · Free 30-day returns",,,,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,1,0
31,Gap Black Carbon Polycotton Pique Shirt with Collar (multi-pack),https://www.misterworker.com/en-us/u-power/gap-black-carbon-polycotton-pique-shirt-with-collar-multi-pack-ey125bc/74014.html?gmc_currency=3&SubmitCountry=US&srsltid=AfmBOorv2-aDD24dFa7eocDRcrVpDtW3RMt5JELiOGgEX__QOfGIMuH5hIU,https://www.google.com/shopping/product/9738387173864680593?gl=us,9738387173864680593,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9738387173864680593,misterworker.com,,39.16,4.6,17.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTk3sAv7xZ4SOo961wYrzdJO4w8CYApF0hqYCCeKsRsV7nch7tkikNxZPlEUFni9_Tl62s8_RDFuVA6_V4glM0TKd23IJ9ZlTxTzdIVNtlUbvp885-ESoP-Pw&usqp=CAE,$26.56 delivery,"['10% off 150€+. Apply FALL23', 'SALE']",,SALE,,,,,,,73.42,,gap_q,gap polo,4.6,17.0,-34.260000000000005,0,1,0,0,0,0,0,0,0,0
32,Gap Men Pique Blue White Orange Navy Striped Short Sleeves Cotton Polo Shirt M ...,https://www.bonanza.com/listings/GAP-Men-Pique-Blue-White-Orange-Navy-Striped-Short-Sleeves-Cotton-Polo-Shirt-M/1300547252?goog_pla=1&variation_id=1590982445,https://www.google.com/shopping/product/11253749510187317667?gl=us,11253749510187317667,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11253749510187317667,Bonanza - Amor Unicus,,29.95,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRfJSdo6-Efmp1fNvJB1_C6bM1bop6G_OtxL3fJqIdOlQ6AmXelVR0LCWF3123rqiYmUo-XIdV1RyLF8M9jFPm2iD3mAXtNM40uudlNtVM&usqp=CAE,Free delivery,,,,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,0,0
33,"Gap Athletic Men’s Polo, Size L - Men | Color: Purple | Size: L",https://www.mercari.com/us/item/m31867559808/?com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:18038787567901735644,18038787567901735644,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=18038787567901735644,Mercari,,15.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS3sy3BvNF4mwje2KXFer69AbJd1xngBEZ6vS6jeCXmn73A73KpmvoM7Zi_fnKhhCYsyTE3wORAxm8sasC6mFSV8llkEuQwsjNUqDAnZCyJRd5dRN5vpPW_J96n&usqp=CAE,$7.40 delivery,,,,,,,,,,,used,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,0,0
34,Gap Shirts | Gap Polo Shirt Mens Large Red Vintage Button Collared Pocket ...,https://poshmark.com/listing/Gap-Polo-Shirt-Mens-Large-Red-Vintage-Button-Collared-Pocket-Oversized-Cotton-64b4585d5c465e24ab4037f6?srsltid=AfmBOoqss3v0c47AE9Xle9Aj5SaQoucEB514bQvSEG5YAjYa--XoqYVwrsM#utm_source=gdm_unpaid,https://www.google.com/shopping/product/14880006927495913284?gl=us,14880006927495913284,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=14880006927495913284,Poshmark,,18.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQBEIsUG8nNdNvsK7ArRilr8VDSUwPREwDQBvbVJmWr5cyERu1o8gtLsVWZR8gu1JWP45HTn8B9vt4GBd7_tnArs35Bv9msuMC9tnNmvA8p&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,used,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,0,0
35,Gap Factory Men's Stretch Pique Polo Shirt Shirt Tan Chino Pant Academy Size S,https://www.gapfactory.com/browse/product.do?pid=547250441&vid=1&tid=gfns000002,https://www.google.com/shopping/product/1?gl=us&prds=pid:1117767635784515282,1117767635784515282,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1117767635784515282,Gap Factory,,14.0,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR-NHaE-r7PA3gvT08k5PXzOGfukzZknNRDUOkgz9PElVu6r74Lmj1NgfDd4BmCyDorUYhm8ax4XAVT39I1aea4-eI0yZMi8AjgXBUzXHWIrJqhQ_qHQsEaNw&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,34.99,,gap_q,gap polo,4.7,81.53846153846153,-20.990000000000002,0,1,1,1,1,0,0,0,0,0
36,Gap Grey Mens Short Sleeve Polo Shirt Sz L,https://swap.com/products/17299405439?variant=44350029824313&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOoowFthxnb6B4CckQCY6SARQvBcl22L2PtVrOmIAGoqwHioaTNBGsWM&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/17393231908782778546?gl=us,17393231908782778546,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17393231908782778546,Swap.com,,7.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQZ5pPa7qxFsT-aDyh17jochw1beWWiDg5rICAaNidSFzHR7h4SLDnMHHavZtvd-1Vk0cWQ-axU6QFmQJPbn_J6B7loi74qQZM6XSzxtTf5BzS0SHmThB_NKw&usqp=CAE,"Delivery by Tue, Oct 17","['Discount shown at checkout', 'SALE']",,SALE,3.7,513.0,,,,,11.99,,gap_q,gap polo,4.7,81.53846153846153,-4.0,0,1,0,0,0,0,0,0,0,0
37,Gap Men Polo Shirt S M L Vintage Red Short Sleeve Pique Cotton Side Slit New,https://www.ebay.com/itm/143937756098?chn=ps&mkevt=1&mkcid=28&var=443203694787&srsltid=AfmBOopJ6oqwJ-iCltx5ELQKmtaiw4M7HtE4IOTRk4iiNwBim9PGGrYx9iE&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/11363680824416915060?gl=us,11363680824416915060,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11363680824416915060,eBay - beautyrec,,24.99,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQxetmslK5-XRb6hl7-tODN7pTNrq-EJNRw5oOpJQjjknsrHfqnJ6uQDJ4Mdp0iH7DJxg9vhTxeES7kZ6-NDulcxhtsEKgPlKlkkqr11ug&usqp=CAE,"Free delivery by Tue, Oct 10",,Top Quality Store,,,,,,,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,1,0,0,0,0,0,1,0
38,Men's Slub Pocket Polo Shirt Shirt by Gap Medium Warm Brown Size Xs,https://www.gap.com/browse/product.do?pid=586308022&vid=1&tid=gpns000044,https://www.google.com/shopping/product/11609411042057657129?gl=us,11609411042057657129,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11609411042057657129,Gap,,19.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQhe5Xev4cW6iZha1DHuKkLn4px2DxYqqKcUOhHop5eluBmqDdqhYuWQD63zJc3gOuhQi6HVlnIgk7esEhfK_DrQsgoFDwH_EYecIu_0vcf&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,39.95,,gap_q,gap polo,4.7,81.53846153846153,-19.960000000000004,0,1,1,1,0,0,0,0,0,0
39,Men's Refined Pique Polo Shirt Shirt by Gap Optic White Size XXL,https://www.gap.com/browse/product.do?pid=804370022&vid=1&tid=gpns000044,https://www.google.com/shopping/product/1467814794862892987?gl=us,1467814794862892987,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1467814794862892987,Gap,,30.99,4.6,18.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS8nx2ZlmMtvfqqN6CkqHa4Woj5wigDdEmz5BBi4p6CcwWhAvL4cjUYDxN8vZ1ie90kgYPrHiIIWoPASOmvergU1AjokahBFw1f_DzzKvzLgiXnw_DuRbOz&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,39.95,,gap_q,gap polo,4.6,18.0,-8.960000000000004,0,1,1,1,0,0,0,0,0,0
40,Men's Pique Polo Shirt Shirt by Gap Buoy Red Size Xs,https://www.gap.com/browse/product.do?pid=586313052&vid=1&tid=gpns000044,https://www.google.com/shopping/product/5673019813483549501?gl=us,5673019813483549501,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5673019813483549501,Gap,,24.99,4.7,94.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQO7nE43Wr9g8sffUKaLQzSje6_WS7M7y9mnTCHF71i0bD14-D5tek4tAuHhRbtiHIdgVWj36ifXe6_ulHhRnylpuI0hexCK7hktIt2SxG9RiP1lpEDfgsQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,34.95,,gap_q,gap polo,4.7,94.0,-9.960000000000004,0,1,1,1,0,0,0,0,0,0
41,Men's Slub Pocket Polo Shirt Shirt by Gap New Off White Size Xs,https://www.gap.com/browse/product.do?pid=586308032&vid=1&tid=gpns000044,https://www.google.com/shopping/product/17943115127030342568?gl=us,17943115127030342568,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17943115127030342568,Gap,,9.97,4.5,38.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR-vyRyVkIxqge5DtMYcpb9KA2UHEESKGtDH8-ArhYbngievVRnNL2j0LcTWn9ZA4pHyFkww8YPcLQ2a-mjOCgo6KHLoDjLRZsmyD6AfjPgiXbnj-Fe_xgKng&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$9.03 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap polo,4.5,38.0,0.0,1,0,1,1,0,0,0,0,0,0
42,Gap Shirts | Gap Polo Striped Mens Shirt Size Medium | Color: Black/Tan | Size: M ...,https://www.mercari.com/us/item/m27190256689/,https://www.google.com/shopping/product/2815836565245928302?gl=us,2815836565245928302,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2815836565245928302,Mercari,,29.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ0JPpIziQiav3UDbMfIzbsN4vcpNB-QNpmD8scvNKTHXxfxx29Z4qF-q0cnNXMlkAKpmjLNnM2E-bCtxQfglbHcI7PEQELnz_fWsRec4_G&usqp=CAE,$4.99 delivery,,,,,,2,"https://www.google.com/shopping/product/2815836565245928302/offers?gl=us&q=gap+polo&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&hl=en&prds=eto:1638893508390930410_0,pid:15395070053879662340&sa=X&ved=0ahUKEwiLhqi5iNaBAxXxYKQEHSKzAKIQ3q4ECP4S",https://serpapi.com/search.json?engine=google_product&filter=eto%3A1638893508390930410_0%2Cpid%3A15395070053879662340&hl=en&offers=1&product_id=2815836565245928302&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwiLhqi5iNaBAxXxYKQEHSKzAKIQ3q4ECP4S,,,,gap_q,gap polo,4.7,81.53846153846153,0.0,0,0,0,0,0,0,0,0,0,0
